Trelew,43,15,S,65,19,W,93128.5
Las Heras,32,49,S,68,48,W,66663
San Martin,33,4,S,68,29,W,99974
Uspallata,32,35,S,69,20,W,2390
Cutral Co,38,56,S,69,14,W,47597
Punta Alta,38,52,S,62,4,W,55969.5
San Nicolas,33,19,S,60,14,W,117123.5
Campana,34,9,S,58,57,W,77149.5
Chacabuco,34,39,S,60,29,W,26645
Mercedes,34,39,S,59,26,W,48408.5
Lincoln,34,52,S,61,32,W,19924
Chivilcoy,34,53,S,60,2,W,43719
Veinticinco de Mayo,35,25,S,60,10,W,18749
Nueve de Julio,35,26,S,60,53,W,26716
Dolores,36,19,S,57,41,W,21586.5
Pedro Luro,39,29,S,62,40,W,7100
Tres Arroyos,38,22,S,60,16,W,34773.5
Coronel Suarez,37,27,S,61,54,W,20713
Balcarce,37,49,S,58,14,W,18967
25 de Mayo,37,48,S,67,40,W,17430
General Roca,39,1,S,67,36,W,38578
Comallo,41,1,S,70,15,W,741
Ingeniero Jacobacci,41,18,S,69,34,W,5719
General Conesa,40,6,S,64,25,W,2958
Choele Choel,39,15,S,65,40,W,9895.5
San Francisco,31,25,S,62,5,W,43231
Alta Gracia,31,39,S,64,25,W,30593
Villa Maria,32,24,S,63,15,W,76701
Bell Ville,32,36,S,62,40,W,29605
Villa Rumipal,32,10,S,64,28,W,1269
Villa Carlos Paz,31,25,S,64,30,W,60256
Chumbicha,28,51,S,66,13,W,2572
Tinogasta,28,3,S,67,33,W,587
Abra Pampa,22,42,S,65,41,W,4480
Humahuaca,23,11,S,65,20,W,11369
Susques,23,25,S,66,28,W,1093
Chepes,31,20,S,66,35,W,6020
Yacuiba,22,1,S,63,41,W,64811
Tartagal,22,33,S,63,48,W,59996.5
Joaquin V. Gonzalez,25,5,S,64,11,W,13376
General Guemes,24,39,S,65,2,W,19828
Trancas,26,12,S,65,16,W,1599
Presidencia Roque Saenz Pena,26,47,S,60,27,W,75958
Pampa del Infierno,26,30,S,61,9,W,2921
Villa Angela,27,34,S,60,42,W,30051
Ingeniero Guillermo N. Juarez,23,54,S,61,50,W,6453
Comandante Fontana,25,19,S,59,40,W,4277
Doctor Pedro P. Pena,22,28,S,62,17,W,6143
San Lorenzo,28,7,S,58,46,W,25833.5
Corrientes,27,29,S,58,48,W,339945
Concepcion del Uruguay,32,28,S,58,14,W,48275
Victoria,32,36,S,60,10,W,20032.5
Gualeguay,33,9,S,59,20,W,25913
Parana,31,43,S,60,32,W,226852
Villa Constitucion,33,13,S,60,21,W,30282.5
Rafaela,31,15,S,61,29,W,69649
Eldorado,26,12,S,54,35,W,17365
Rodeo,30,12,S,69,8,W,701
Las Plumas,43,24,S,67,14,W,605
Gastre,42,16,S,69,13,W,557
Telsen,42,23,S,66,57,W,493
Malargue,35,27,S,69,34,W,11847
Tunuyan,33,33,S,69,1,W,22834
La Paz,33,27,S,67,32,W,4400
Chos Malal,37,22,S,70,15,W,8556
Las Lajas,38,30,S,70,21,W,1218
Zarate,34,5,S,59,2,W,86192
Carhue,37,10,S,62,43,W,7190
Darregueira,37,41,S,63,9,W,3412
Juarez,37,39,S,59,48,W,10609
Mar de Ajo,36,42,S,56,40,W,13610
Lobos,35,11,S,59,5,W,18278
Chascomus,35,33,S,58,0,W,21054
Junin,34,35,S,60,57,W,66141.5
La Plata,34,54,S,57,57,W,440388.5
Pergamino,33,53,S,60,34,W,71448
Lujan,34,34,S,59,6,W,69744.5
Azul,36,46,S,59,52,W,43407.5
Villalonga,39,52,S,62,34,W,2838
Victorica,36,12,S,65,27,W,4458
General Pico,35,39,S,63,46,W,46483
San Antonio Oeste,40,43,S,64,55,W,8492
Sierra Colorado,40,34,S,67,47,W,1522
Mercedes,33,41,S,65,28,W,49345
Rio Tercero,32,10,S,64,7,W,38049.5
Belen,27,38,S,67,1,W,11359
Rinconada,22,25,S,66,9,W,6209.5
San Pedro,24,13,S,64,52,W,55249
Libertador General San Martin,23,49,S,64,47,W,47559
Chilecito,29,9,S,67,29,W,20343
Chamical,30,20,S,66,18,W,8989
Los Blancos,23,35,S,62,36,W,1145
Cafayate,26,4,S,65,57,W,9478
Cerrillos,24,53,S,65,28,W,11498
San Antonio de los Cobres,24,10,S,66,21,W,4000
Anatuya,28,27,S,62,49,W,14133
Frias,28,38,S,65,8,W,13594
Monte Quemado,25,47,S,62,51,W,11387
Juan Jose Castelli,25,56,S,60,36,W,9421
Charata,27,12,S,61,11,W,18297
Las Lomitas,24,41,S,60,36,W,7683
Mercedes,29,10,S,58,4,W,22872.5
Concordia,31,23,S,58,1,W,132760.5
Sunchales,30,55,S,61,33,W,12655
San Justo,30,46,S,60,34,W,9607
Vera,29,27,S,60,12,W,9979
Reconquista,29,8,S,59,39,W,86640.5
Venado Tuerto,33,44,S,61,58,W,52079
Esquel,42,54,S,71,18,W,20048
Zapala,38,54,S,70,3,W,19152
Olavarria,36,54,S,60,19,W,65059
Tandil,37,19,S,59,9,W,84799.5
Viedma,40,47,S,63,0,W,54031
San Luis,33,17,S,66,21,W,308146
Rio Cuarto,33,7,S,64,20,W,135959.5
San Salvador de Jujuy,24,11,S,65,18,W,258739
San Ramon de la Nueva Oran,23,8,S,64,19,W,69461.5
Goya,29,8,S,59,16,W,71274.5
Puerto San Julian,49,18,S,67,42,W,2347
Perito Moreno,46,36,S,70,56,W,3766
Rio Grande,53,47,S,67,41,W,31095
Ushuaia,54,47,S,68,18,W,50483.5
Sarmiento,45,36,S,69,4,W,5185
San Rafael,34,36,S,68,19,W,79523.5
Necochea,38,33,S,58,44,W,70562
Rio Colorado,38,57,S,64,4,W,11499
Catamarca,28,28,S,65,46,W,162586
La Rioja,29,24,S,66,50,W,147130
Santiago del Estero,27,46,S,64,15,W,317549.5
Resistencia,27,27,S,58,59,W,368455.5
Gualeguaychu,33,1,S,58,31,W,55860.5
El Calafate,50,19,S,72,18,W,6329
San Juan,31,33,S,68,31,W,433892
Rawson,43,18,S,65,5,W,25062.5
Neuquen,38,57,S,68,3,W,213823.5
Santa Rosa,36,37,S,64,17,W,97693.5
San Carlos de Bariloche,41,8,S,71,17,W,91953
Salta,24,47,S,65,24,W,484646
Tucumán,26,48,S,65,12,W,678803.5
Formosa,26,10,S,58,10,W,202272
Santa Fe,31,37,S,60,41,W,393504
Rosario,32,57,S,60,39,W,1094784.5
Puerto Deseado,47,45,S,65,53,W,3305
Rio Gallegos,51,37,S,69,12,W,77183
Comodoro Rivadavia,45,52,S,67,29,W,123291
Mendoza,32,52,S,68,48,W,827815
Bahia Blanca,38,44,S,62,15,W,279041
Mar del Plata,38,0,S,57,34,W,554916
Córdoba,31,23,S,64,10,W,1374467.5
Posadas,27,21,S,55,53,W,334589.5
Buenos Aires,34,36,S,58,23,W,11862073
Ashtarak,40,18,N,44,21,E,18779
Ijevan,40,52,N,45,8,E,14737
Artashat,39,57,N,44,33,E,20562
Gavarr,40,21,N,45,7,E,21680
Yeghegnadzor,39,45,N,45,19,E,8200
Gyumri,40,47,N,43,50,E,140277.5
Vanadzor,40,48,N,44,29,E,89295
Yerevan,40,10,N,44,30,E,1097742.5
Oranjestad,12,31,N,70,1,W,50887.5
Central Coast,33,25,S,151,18,E,3026
Sunshine Coast,26,40,S,153,3,E,57215.5
Bourke,30,6,S,145,55,E,2475
Pine Creek,13,48,S,131,49,E,505
Adelaide River,13,14,S,131,5,E,237
McMinns Lagoon,12,31,S,131,3,E,5025
Newcastle Waters,17,33,S,133,28,E,10
Ravensthorpe,33,34,S,120,2,E,639
Wagin,33,17,S,117,20,E,1037.5
Roebourne,20,46,S,117,7,E,11281.5
Pannawonica,21,38,S,116,19,E,686
Tom Price,22,41,S,117,47,E,1822
Kalbarri,27,39,S,114,9,E,1537
Mount Magnet,28,3,S,117,49,E,424
Morawa,29,12,S,116,0,E,259
Port Denison,29,16,S,114,54,E,1213
Merredin,31,28,S,118,16,E,2054
Mount Barker,34,37,S,117,39,E,1771.5
Katanning,33,41,S,117,33,E,3140
Narrogin,32,55,S,117,9,E,3995
Gingin,31,20,S,115,54,E,1446
Bunbury,33,20,S,115,39,E,26683.5
Kwinana,32,14,S,115,46,E,18817.5
Southern Cross,31,12,S,119,19,E,187
Kaltukatjara,25,47,S,128,59,E,355
Queanbeyan,35,21,S,149,12,E,32408
Tweed Heads,28,10,S,153,32,E,33065
Ivanhoe,32,53,S,144,18,E,265
Wilcannia,31,33,S,143,22,E,442
Merimbula,36,53,S,149,54,E,3607.5
Echuca,36,7,S,144,45,E,13460
Deniliquin,35,31,S,144,57,E,6019.5
Nowra,34,52,S,150,36,E,61036.5
Ulladulla,35,20,S,150,28,E,6811
Batemans Bay,35,41,S,150,12,E,5604
Cooma,36,14,S,149,7,E,5661.5
Tumut,35,18,S,148,13,E,4873
Leeton,34,32,S,146,23,E,6277
Young,34,18,S,148,17,E,6422
Cowra,33,49,S,148,40,E,5729.5
Forbes,33,23,S,148,1,E,4076.5
Goulburn,34,44,S,149,42,E,16444
Kiama,34,42,S,150,50,E,10379
Katoomba,33,42,S,150,19,E,20334.5
Richmond,33,35,S,150,44,E,9720
Lithgow,33,29,S,150,9,E,10338
Parkes,33,7,S,148,10,E,7160
Bathurst,33,25,S,149,34,E,6111
Maitland,32,43,S,151,33,E,10026.5
Singleton,32,34,S,151,9,E,8340.5
Mudgee,32,35,S,149,34,E,5391
Muswellbrook,32,16,S,150,53,E,8171
Taree,31,53,S,152,27,E,30131.5
Kempsey,31,5,S,152,49,E,10681
Gunnedah,30,59,S,150,15,E,6204
Coffs Harbour,30,18,S,153,6,E,48961
Narrabri,30,19,S,149,47,E,6105.5
Inverell,29,46,S,151,6,E,6845.5
Yamba,29,25,S,153,21,E,1806
Ballina,28,51,S,153,34,E,13997.5
Wagga Wagga,35,7,S,147,20,E,45549
Scone,32,4,S,150,51,E,4624
Byron Bay,28,39,S,153,36,E,5244.5
Berri,34,16,S,140,36,E,4523
Peterborough,32,57,S,138,49,E,1351
Wallaroo,33,55,S,137,37,E,2442
Clare,33,49,S,138,36,E,2729
Meningie,35,41,S,139,20,E,850
Kingston South East,36,49,S,139,51,E,206
Bordertown,36,18,S,140,45,E,1976
Penola,37,22,S,140,48,E,1513
Kingoonya,30,53,S,135,17,E,50
Kimba,33,8,S,136,26,E,636
Streaky Bay,32,48,S,134,12,E,614.5
Cowell,33,40,S,136,54,E,537
Tumby Bay,34,22,S,136,4,E,1791
Andamooka,30,25,S,137,9,E,528
Woomera,31,8,S,136,48,E,450
Port Pirie,33,11,S,137,59,E,12417
Gawler,34,36,S,138,43,E,15542.5
Murray Bridge,35,7,S,139,15,E,14185.5
Victor Harbor,35,33,S,138,37,E,7489
Hamilton,37,43,S,142,1,E,6992.5
Ouyen,35,3,S,142,19,E,912
Colac,38,20,S,143,34,E,7450
Stawell,37,3,S,142,45,E,4596
Horsham,36,42,S,142,11,E,11985.5
Ararat,37,16,S,142,54,E,5464
Maryborough,37,2,S,143,43,E,5838.5
Bairnsdale,37,49,S,147,36,E,9427
Sale,38,6,S,147,3,E,17701.5
Traralgon,38,11,S,146,31,E,16982.5
Wonthaggi,38,36,S,145,35,E,4471.5
Cranbourne,38,5,S,145,17,E,249955
Ballarat,37,33,S,143,50,E,73404
Melton,37,41,S,144,34,E,29750
Seymour,37,2,S,145,7,E,3693
Shepparton,36,22,S,145,23,E,33430.5
Cobram,35,55,S,145,39,E,4659
Swan Hill,35,20,S,143,32,E,9073
Sunbury,37,34,S,144,42,E,18677.5
Proserpine,20,24,S,148,35,E,3976
Theodore,24,56,S,150,5,E,246
Eidsvold,25,21,S,151,8,E,459
Barcaldine,23,33,S,145,17,E,1068
Winton,22,23,S,143,1,E,1157
Longreach,23,26,S,144,15,E,2894
Caboolture,27,4,S,152,56,E,26495.5
Warwick,28,13,S,152,1,E,10024
Kingaroy,26,32,S,151,50,E,7494.5
Dalby,27,11,S,151,15,E,9818.5
Bongaree,27,4,S,153,9,E,10327.5
Gympie,26,11,S,152,40,E,11338
Ingham,18,38,S,146,9,E,5996.5
Birdsville,25,53,S,139,21,E,283
Bedourie,24,20,S,139,27,E,142
Boulia,22,53,S,139,54,E,402.5
Richmond,20,42,S,143,7,E,296
Burketown,17,42,S,139,33,E,186.5
Hervey Bay,25,17,S,152,50,E,25114
Biloela,24,23,S,150,29,E,4366.5
Yeppoon,23,7,S,150,45,E,6450.5
Emerald,23,30,S,148,10,E,7489
Moranbah,22,0,S,148,2,E,7357
Charters Towers,20,4,S,146,15,E,8369.5
Ayr,19,34,S,147,23,E,7166
Atherton,17,16,S,145,28,E,6132.5
Port Douglas,16,29,S,145,27,E,2004.5
Smithton,40,49,S,145,6,E,3351
Scottsdale,41,8,S,147,31,E,1683.5
Bicheno,41,52,S,148,17,E,177
Oatlands,42,17,S,147,21,E,1157
Queenstown,42,4,S,145,33,E,1658
Kingston,42,59,S,147,18,E,12652
Tennant Creek,19,39,S,134,12,E,3490.5
Yulara,25,14,S,130,59,E,930
Erldunda,25,13,S,133,11,E,10
Norseman,32,12,S,121,45,E,1004
Halls Creek,18,16,S,127,46,E,1209
Kununurra,15,45,S,128,43,E,5229.5
Derby,17,17,S,123,57,E,3199
Onslow,21,39,S,115,5,E,573
Exmouth,21,55,S,114,7,E,1085
Carnarvon,24,53,S,113,39,E,7392
Newman,23,21,S,119,43,E,2678
Meekatharra,26,35,S,118,28,E,654
Three Springs,29,31,S,115,44,E,190
Manjimup,34,13,S,116,9,E,4016.5
Northam,31,39,S,116,39,E,5330
Esperance,33,51,S,121,53,E,7205
Leonara,28,52,S,121,19,E,227
Laverton,28,37,S,122,24,E,316
Wyndham,15,22,S,128,21,E,734.5
Albury,36,3,S,146,55,E,68534
Forster-Tuncurry,32,11,S,152,31,E,13275.5
Port Macquarie,31,26,S,152,55,E,42070
Tamworth,31,6,S,150,55,E,35080
Grafton,29,42,S,152,56,E,7871.5
Moree,29,28,S,149,49,E,8062
Goondiwindi,28,33,S,150,19,E,4251
Lismore,28,48,S,153,17,E,28065.5
Wollongong,34,24,S,150,53,E,201319.5
Ceduna,32,5,S,133,39,E,1252.5
Mount Gambier,37,49,S,140,45,E,21818.5
Port Augusta,32,29,S,137,46,E,11186.5
Warrnambool,38,22,S,142,28,E,29882
Mildura,34,11,S,142,9,E,33324.5
Geelong,38,10,S,144,23,E,149336
Camooweal,19,55,S,138,7,E,187
Quilpie,26,36,S,144,15,E,560
Charleville,26,24,S,146,15,E,1900
Hughenden,20,51,S,144,12,E,421
Caloundra,26,48,S,153,7,E,33737
Roma,26,33,S,148,47,E,4560.5
Toowoomba,27,33,S,151,57,E,86711
Georgetown,18,18,S,143,31,E,818
Thargomindah,27,59,S,143,49,E,203
Weipa,12,39,S,141,51,E,2830
Karumba,17,29,S,140,50,E,173
Cloncurry,20,41,S,140,29,E,1202
Maryborough,25,32,S,152,43,E,18920.5
Bundaberg,24,52,S,152,21,E,46062
Gladstone,23,51,S,151,14,E,29055
Bowen,20,0,S,148,12,E,10983
Innisfail,17,31,S,146,2,E,9707
Mackay,21,8,S,149,9,E,66053.5
Burnie,41,3,S,145,54,E,18490.5
Launceston,41,26,S,147,7,E,65106.5
Katherine,14,27,S,132,15,E,8171.5
Busselton,33,39,S,115,20,E,9595
Mandurah,32,31,S,115,44,E,52866
Broome,17,57,S,122,13,E,11890.5
Kalgoorlie,30,44,S,121,27,E,32058
Albany,35,1,S,117,53,E,25179
Port Hedland,20,18,S,118,36,E,8997
Karratha,20,43,S,116,52,E,16636
Geraldton,28,45,S,114,35,E,27065
Griffith,34,17,S,146,2,E,11664.5
Orange,33,16,S,149,5,E,36708
Dubbo,32,15,S,148,35,E,30467.5
Armidale,30,30,S,151,40,E,21793.5
Broken Hill,31,56,S,141,25,E,17232.5
Port Lincoln,34,43,S,135,51,E,12438.5
Whyalla,33,1,S,137,33,E,21102
Portland,38,20,S,141,35,E,10324.5
Bendigo,36,45,S,144,16,E,68790
Wangaratta,36,21,S,146,18,E,11369.5
Windorah,25,25,S,142,39,E,158
Mount Isa,20,43,S,139,29,E,27596
Rockhampton,23,21,S,150,31,E,59024.5
Cairns,16,53,S,145,45,E,132107
Gold Coast,28,4,S,153,26,E,429954.5
Devonport,41,11,S,146,19,E,17932.5
Darwin,12,25,S,130,51,E,82973
Alice Springs,23,42,S,133,52,E,26949
Canberra,35,16,S,149,7,E,280866
Newcastle,32,50,S,151,48,E,816285.5
Adelaide,34,56,S,138,36,E,990677
Townsville,19,14,S,146,46,E,129212
Brisbane,27,27,S,153,2,E,1393176.5
Hobart,42,51,S,147,17,E,64285
Perth,31,57,S,115,50,E,1206108
Melbourne,37,49,S,144,58,E,2131812.5
Sydney,33,55,S,151,11,E,4135711
Bregenz,47,31,N,9,46,E,26928
Eisenstadt,47,49,N,16,31,E,13165
Wiener Neustadt,47,48,N,16,14,E,60621.5
Graz,47,4,N,15,24,E,242780
Klagenfurt,46,37,N,14,18,E,88588
Linz,48,19,N,14,17,E,265161.5
Passau,48,34,N,13,27,E,50000
Salzburg,47,48,N,13,2,E,178274
Innsbruck,47,16,N,11,24,E,133840.5
Vienna,48,12,N,16,21,E,2065500
Gadabay,40,33,N,45,48,E,8657
Goranboy,40,36,N,46,47,E,7333
Tovuz,40,59,N,45,37,E,12626
Agdam,40,54,N,45,33,E,0
Qabala,40,58,N,47,50,E,11867
Oguz,41,4,N,47,27,E,6876
Ganca,40,41,N,46,21,E,301699.5
Yevlax,40,37,N,47,9,E,50014
Sumqayt,40,34,N,49,37,E,272154.5
Ali Bayramli,39,55,N,48,55,E,70452
Goycay,40,39,N,47,44,E,35031.5
Lankaran,38,45,N,48,51,E,60180
Saki,41,11,N,47,10,E,63579.5
Stepanakert,39,48,N,46,45,E,57473
Kapan,39,12,N,46,24,E,37724
Naxcivan,39,12,N,45,24,E,79771
Baku,40,23,N,49,51,E,2007150
Manama,26,14,N,50,34,E,360697
Tangail,24,14,N,89,55,E,180144
Sylhet,24,54,N,91,52,E,237000
Mymensingh,24,45,N,90,22,E,330126
Jamalpur,24,54,N,89,57,E,167900
Narayanganj,23,37,N,90,29,E,223622
Jessore,23,10,N,89,11,E,243987
Barisal,22,42,N,90,22,E,202242
Comilla,23,28,N,91,10,E,389411
Pabna,24,0,N,89,14,E,137888
Nawabganj,24,34,N,88,20,E,142361
Saidpur,25,48,N,88,59,E,232209
Rangpur,25,45,N,89,16,E,285564
Khulna,22,50,N,89,33,E,1447669.5
Rajshahi,24,22,N,88,36,E,755066.5
Dhaka,23,43,N,90,24,E,9899167
Chittagong,22,19,N,91,47,E,4224611
Bridgetown,13,6,N,59,36,W,143865
Baranavichy,53,8,N,26,0,E,156514.5
Polatsk,55,29,N,28,47,E,79216
Maladzyechna,54,19,N,26,51,E,96055
